ShipToID,Latitude,Longitude,NumDeliveries,NumPlannedDeliveryDates,PeriodStart,PeriodEnd,TotalNetWeightKg,AvgDailyDemand,WeightInUOM
70156695,14.68386159,121.1051902,2,2,2023-05-16,2023-05-23,4.0280000000000005,2.014,Kg
70241307,14.56468184,121.0758606,4,1,2023-05-16,2023-05-16,30.032,30.032,Kg
70242864,14.61831048,121.0077278,3,2,2023-05-16,2023-05-23,12.72,6.36,Kg
70243242,14.60106946,121.0537673,2,2,2023-05-16,2023-05-23,0.052,0.026,Kg
70244502,14.54157801,121.01839,4,2,2023-05-16,2023-05-23,22.964,11.482,Kg
70244504,14.42857608,120.96443,8,2,2023-05-16,2023-05-23,228.172,114.086,Kg
70245228,14.11613998,120.961703,1,1,2023-05-22,2023-05-22,8.976,8.976,Kg
70248164,14.37547866,121.0118728,1,1,2023-05-18,2023-05-18,3.252,3.252,Kg
70249050,14.6401853,121.0230694,1,1,2023-05-17,2023-05-17,2.084,2.084,Kg
70277887,14.33218192,121.0496237,11,2,2023-05-16,2023-05-23,372.121,186.0605,Kg
70277975,14.6386655,121.0309716,3,1,2023-05-16,2023-05-16,15.464,15.464,Kg
70277977,14.60997776,121.078195,2,1,2023-05-16,2023-05-16,10.56,10.56,Kg
70278544,14.58173951,121.0125586,1,1,2023-05-18,2023-05-18,16.48,16.48,Kg
70278581,14.61695579,120.9705103,1,1,2023-05-17,2023-05-17,3.768,3.768,Kg
70282807,14.65485028,121.0015592,11,2,2023-05-16,2023-05-23,168.64033,84.320165,Kg
70283687,14.17850398,121.2421684,1,1,2023-05-17,2023-05-17,28.88,28.88,Kg
70284243,14.64331356,121.0168426,1,1,2023-05-16,2023-05-16,0.072,0.072,Kg
70287030,14.63685354,121.0615563,2,2,2023-05-16,2023-05-23,8.864,4.432,Kg
70288086,14.48021921,120.8988292,1,1,2023-05-17,2023-05-17,3.6,3.6,Kg
70289541,14.5821732,121.054616,4,1,2023-05-23,2023-05-23,9.464,9.464,Kg
70290163,14.56281865,121.0250161,1,1,2023-05-16,2023-05-16,4.272,4.272,Kg
70337458,14.39800083,120.9051463,7,2,2023-05-16,2023-05-23,64.202,32.101,Kg
70352881,14.5728895,121.0178039,8,3,2023-05-16,2023-05-23,45.558,15.186,Kg
70354596,14.60505303,121.0227754,1,1,2023-05-18,2023-05-18,23.244,23.244,Kg
70360301,14.61908661,121.0932974,2,1,2023-05-22,2023-05-22,15.192,15.192,Kg
70360769,14.75789718,121.045307,2,1,2023-05-16,2023-05-16,7.16,7.16,Kg
70374294,14.53596221,120.9881999,6,2,2023-05-16,2023-05-23,22.98,11.49,Kg
70386367,14.62894028,121.1233611,3,1,2023-05-16,2023-05-16,15.248,15.248,Kg
70397353,14.54825605,121.0032787,1,1,2023-05-23,2023-05-23,0.144,0.144,Kg
70400118,14.40699245,120.955763,1,1,2023-05-17,2023-05-17,0.438,0.438,Kg
70402213,14.44725247,121.0455116,4,2,2023-05-16,2023-05-23,10.492,5.246,Kg
70403645,14.3999608,120.8569322,2,1,2023-05-16,2023-05-16,7.16,7.16,Kg
70409000,14.35232201,121.0628757,7,3,2023-05-16,2023-05-23,251.852,83.950667,Kg
70414082,14.66465844,121.0826753,6,2,2023-05-16,2023-05-23,60.918000000000006,30.459,Kg
70417236,14.57595453,121.0409086,2,1,2023-05-17,2023-05-17,4.5920000000000005,4.592,Kg
70422309,14.72311017,121.0414843,1,1,2023-05-16,2023-05-16,2.192,2.192,Kg
70423025,14.74756328,120.996007,8,2,2023-05-16,2023-05-23,226.162,113.081,Kg
70423076,14.768795,121.0807352,6,2,2023-05-16,2023-05-23,83.02,41.51,Kg
70425550,14.6535015,121.1031305,5,2,2023-05-16,2023-05-23,25.156,12.578,Kg
70429235,14.5588256,121.009512,2,2,2023-05-16,2023-05-23,7.2,3.6,Kg
70432230,14.3771615,120.9391884,1,1,2023-04-26,2023-04-26,18.704,18.704,Kg
70433232,14.62194799,121.0521804,7,2,2023-05-16,2023-05-23,27.922600000000003,13.9613,Kg
70434104,14.58116485,121.0292151,5,2,2023-05-16,2023-05-23,29.944000000000003,14.972,Kg
70434105,14.57581728,121.1209124,2,1,2023-05-16,2023-05-16,6.464,6.464,Kg
70434106,14.40658343,120.9570537,3,1,2023-05-16,2023-05-16,15.968,15.968,Kg
70434107,14.43454477,121.0422505,3,2,2023-05-16,2023-05-23,12.416,6.208,Kg
70434108,14.34332636,121.0385747,3,2,2023-05-16,2023-05-23,12.92,6.46,Kg
70434109,14.64985,121.1169922,1,1,2023-05-23,2023-05-23,6.036,6.036,Kg
70434135,14.30769995,121.0829329,1,1,2023-05-22,2023-05-22,3.022,3.022,Kg
70464728,14.56827181,121.0858796,4,2,2023-05-16,2023-05-23,16.4,8.2,Kg
70464729,14.57223517,121.0829667,3,1,2023-05-16,2023-05-16,18.608,18.608,Kg
70464730,14.42533174,121.0013904,2,1,2023-05-16,2023-05-16,11.664,11.664,Kg
70466505,14.70595446,121.0693634,3,2,2023-05-16,2023-05-23,22.856,11.428,Kg
70466527,14.77336285,121.0541297,4,1,2023-05-16,2023-05-16,17.408,17.408,Kg
70466528,14.77330086,121.0508158,3,2,2023-05-16,2023-05-23,16.048,8.024,Kg
70476441,14.53378874,121.048949,2,1,2023-05-23,2023-05-23,1.776,1.776,Kg
70476443,14.73556175,121.0680122,2,2,2023-05-16,2023-05-23,10.064,5.032,Kg
70482684,14.40096984,120.9041352,2,2,2023-05-16,2023-05-23,13.616,6.808,Kg
70482685,14.53786337,121.0007975,3,2,2023-05-16,2023-05-23,23.06,11.53,Kg
70486378,14.52299723,121.2623366,1,1,2023-05-16,2023-05-16,2.192,2.192,Kg
70493562,14.65087107,121.1046172,1,1,2023-05-18,2023-05-18,12.632,12.632,Kg
70522020,14.38840198,120.9775643,1,1,2023-05-18,2023-05-18,0.594,0.594,Kg
70532300,14.6402839,121.0744741,1,1,2023-05-18,2023-05-18,5.514,5.514,Kg
70534327,14.69984583,121.0661296,2,2,2023-05-16,2023-05-23,3.696,1.848,Kg
70534450,14.48705669,121.0277067,2,1,2023-05-16,2023-05-16,29.84,29.84,Kg
70537692,14.5048485,121.1690264,3,2,2023-05-16,2023-05-23,15.72,7.86,Kg
70538015,14.43168393,120.9899312,3,2,2023-05-16,2023-05-23,8.591999999999999,4.296,Kg
70538598,14.68737288,120.9839675,1,1,2023-05-23,2023-05-23,6.036,6.036,Kg
70538599,14.69245645,120.9699086,1,1,2023-05-16,2023-05-16,3.552,3.552,Kg
70538713,14.32155446,120.7720985,1,1,2023-05-16,2023-05-16,2.192,2.192,Kg
70538780,14.4035988,120.9258788,6,2,2023-05-16,2023-05-23,123.24,61.62,Kg
70540771,14.75789718,121.045307,3,1,2023-05-16,2023-05-16,10.712,10.712,Kg
70541283,14.6103558,121.0307369,3,2,2023-05-16,2023-05-23,13.748,6.874,Kg
70549572,14.55282143,121.0974699,1,1,2023-05-16,2023-05-16,2.192,2.192,Kg
70553966,14.48275394,121.0359616,2,1,2023-05-18,2023-05-18,31.44,31.44,Kg
70554155,14.66975945,121.0531057,5,2,2023-05-16,2023-05-23,12.2,6.1,Kg
70554156,14.5430593,121.064949,1,1,2023-05-16,2023-05-16,6.912,6.912,Kg
70566041,14.55796783,121.0252162,2,2,2023-05-16,2023-05-23,7.804,3.902,Kg
70566653,14.69433093,121.0432508,1,1,2023-05-16,2023-05-16,3.872,3.872,Kg
70566654,14.61509795,121.0470414,3,1,2023-05-16,2023-05-16,14.072,14.072,Kg
70566655,14.21373338,120.9680627,2,1,2023-05-16,2023-05-16,8.864,8.864,Kg
70571502,14.32379709,121.088196,2,1,2023-05-16,2023-05-16,4.128,4.128,Kg
70575485,14.66590191,120.9447053,3,1,2023-05-16,2023-05-16,11.04,11.04,Kg
70578874,14.7562074,121.0438902,4,2,2023-05-16,2023-05-23,40.168,20.084,Kg
70579668,14.71981807,121.1390478,1,1,2023-05-16,2023-05-16,2.192,2.192,Kg
70584496,14.61440196,121.0374669,3,2,2023-05-16,2023-05-23,9.48,4.74,Kg
70586841,14.67274813,121.0612642,4,2,2023-05-16,2023-05-23,13.4,6.7,Kg
